Pointid,Grid_code,Longitude,Latitude,Elevation
408,46,119.39249179655341,26.095526305439037,700
409,46,119.3921388310524,26.095632751781682,702
410,46,119.39231531380291,26.095632751781682,704
411,46,119.39249179655341,26.095632751781682,704
412,46,119.3921388310524,26.095739198124324,702
413,46,119.39231531380291,26.095739198124324,704
414,46,119.39249179655341,26.095739198124324,704
415,47,119.39266827930392,26.095526305439037,703
416,47,119.39284476205442,26.095526305439037,704
417,47,119.39302124480493,26.095526305439037,704
418,47,119.39266827930392,26.095632751781682,705
419,47,119.39284476205442,26.095632751781682,707
420,47,119.39302124480493,26.095632751781682,707
421,47,119.39266827930392,26.095739198124324,705
422,47,119.39284476205442,26.095739198124324,707
423,47,119.39302124480493,26.095739198124324,707
424,48,119.39319772755543,26.095526305439037,710
425,48,119.39337421030594,26.095526305439037,718
426,48,119.39355069305644,26.095526305439037,718
427,48,119.39319772755543,26.095632751781682,712
428,48,119.39337421030594,26.095632751781682,719
429,48,119.39355069305644,26.095632751781682,719
430,48,119.39319772755543,26.095739198124324,712
431,48,119.39337421030594,26.095739198124324,719
432,48,119.39355069305644,26.095739198124324,719
433,49,119.39372717580696,26.095526305439037,728
434,49,119.39390365855746,26.095526305439037,739
435,49,119.39408014130797,26.095526305439037,739
436,49,119.39372717580696,26.095632751781682,730
437,49,119.39390365855746,26.095632751781682,740
438,49,119.39408014130797,26.095632751781682,740
439,49,119.39372717580696,26.095739198124324,730
440,49,119.39390365855746,26.095739198124324,740
441,49,119.39408014130797,26.095739198124324,740
442,34,119.39314461111111,26.09506986111111,713
443,20,119.39360061111111,26.094271055555556,745
444,24,119.39191716666667,26.094816194444444,695
445,41,119.39343550000001,26.095378999999998,718
446,11,119.39241719444445,26.09407747222222,732
447,16,119.39143502777779,26.094263555555553,715
448,16,119.39148633333333,26.09428997222222,715
449,34,119.39341383333334,26.09510047222222,721
450,40,119.39273269444445,26.09547247222222,703
451,18,119.39229672222223,26.09447394444444,708
452,17,119.39157352777778,26.094406277777775,715
453,23,119.39113166666667,26.09473497222222,688
454,16,119.39143136111112,26.094369583333332,715
455,32,119.39244805555556,26.094889916666666,699
456,48,119.39324875000001,26.095647916666664,712
457,41,119.39351825,26.09541286111111,718
458,25,119.39213483333334,26.094588027777778,708
